book_id,similar_books,publication_year,title,writers,illustrators,contributors,editors,translators
1468273,[],1994.0,Rhinestone Cowboy:: An Autobiography,"['628865', '137976']",[],[],[],[]
834271,"['153094', '10367577', '111389', '295700', '428722', '474662', '6606825', '1148401', '49047', '292706', '1026008', '295757', '800725', '2338017', '1063142', '531944', '168860', '122663']",1998.0,Cereus Blooms at Night,['55217'],[],[],[],[]
292209,"['17731888', '5073402', '18916608', '2721349', '527871', '20438656', '18047169', '875959']",1999.0,Tanner's Twelve Swingers (Evan Tanner #3),['17613'],[],[],[],[]
197986,[],1992.0,In the Blood,['8240'],[],[],[],[]
197980,[],2003.0,Beyond Stitch And Bitch: Reflections On Knitting And Life,['115348'],[],[],[],[]
505611,"['534469', '534488', '534465', '279576', '92891', '326131', '235477', '2355009', '699122', '1009959']",,El asedio de Kendermore,['53305'],[],[],[],[]
409798,[],,The World We're In,['102160'],[],[],[],[]
191114,"['5665292', '138070', '595586', '162720', '220596', '1415026', '2769831', '289940', '9677870', '6871646', '237665', '8036440', '351530', '3049513', '9674809', '13259987', '5499910', '659759']",2004.0,Don't Let The Pigeon Drive The Bus!,['33274'],[],[],[],[]
311389,[],2003.0,Freshers,['179372'],[],[],[],[]
466325,"['101296', '11001876', '632837', '2418016', '15532', '35615414', '33032', '6851246', '624653', '813240', '277594', '799698', '676155', '9281340', '1483994', '1292341', '60977', '725719']",,Pretty Birds,['35601'],[],[],[],[]
137153,[],2006.0,Alaska,[],[],['260248'],[],[]
84165,"['688363', '224132', '391120', '845795', '122060', '1311542', '224131', '320321', '83847', '618819', '7807709', '6910943', '875212', '1865310', '1835653', '286702']",2005.0,CCNA: Cisco Certified Network Associate Study Guide [Exam 640-801],['48197'],[],[],[],[]
59988,"['72479', '287395', '107040', '1402686', '7939733', '1504271', '92059', '589330', '724309', '107038', '107026', '107062', '7153598', '222119']",,Spawn / Batman,['15085'],[],[],[],[]
395955,"['785762', '891218', '941468', '1214365', '1262455', '860954', '146686', '474411', '291257', '377661', '1238371', '82323', '1405670', '544707', '75586', '128202', '1191412', '629338']",1991.0,On Raven's Wing,['24183'],[],[],[],[]
1436965,[],1983.0,One Teenager in Ten: Writings by Gay and Lesbian Youth,[],[],[],['352642'],[]
235173,"['204101', '626705', '24044', '668026', '562636', '107912', '6404871', '693448', '532474', '6474739', '749784', '2961865', '41663', '444415', '1212696', '6891728', '822391']",2003.0,"Zach's Lie (Zach's Lie, #1)",['137554'],[],[],[],[]
65646,"['24781', '765300', '73930', '325416', '201345', '18932', '620750', '269713', '543477', '77276', '77395', '11313', '734115', '119253', '312080']",2000.0,"The Voyage of the Dawn Treader (Chronicles of Narnia, #5)",['1069006'],['25523'],[],[],[]
611524,[],1992.0,The Essential Margaret Fuller,['113907'],[],[],['139272'],[]
1515020,[],2007.0,New Caribbean Poetry: An Anthology,[],[],[],['707250'],[]
358046,"['6353690', '1924935', '253193', '6276307', '1040458', '7125303', '6396703', '105752', '992998', '972892', '6635657', '649070', '1531254', '865810', '1051549', '7841096', '616880']",1998.0,Deranged: The Shocking True Story of America's Most Fiendish Killer,['51490'],[],[],[],[]
457707,"['1586539', '55533', '875642', '2078153', '701908', '332071', '247965', '780888', '346692', '875641', '875645', '875653', '1000239', '570493', '570540', '690867', '143169']",2001.0,"My Face to the Wind: The Diary of Sarah Jane Price, a Prairie Teacher",['20468'],[],[],[],[]
4429,"['852833', '259791', '403781', '79355', '44408', '116165', '151739', '1578082', '447817', '144233', '803911', '304774', '449980', '357809', '245658']",1996.0,Evangelism Explosion,['3055'],[],[],[],[]
4422,"['267478', '221327', '748029', '274607', '538059', '54844', '60737', '102855', '274746', '863348', '60403', '805969', '85391', '543095', '10387214', '3066', '107284', '12585']",2000.0,A Confederacy of Dunces,['3049'],[],[],[],[]
4426,[],,The Real Meaning of the Zodiac,['3055'],[],[],['3851749'],[]
4427,[],2005.0,What's Wrong with Same-Sex Marriage?,"['3055', '3052']",[],[],[],[]
4424,"['14449', '87476', '112469', '524654', '585957', '97938', '2848257', '358172', '46625', '1065846', '13763', '344440', '428247', '127784', '550101', '98074', '332980', '342103']",2004.0,"An Unfinished Life: John F. Kennedy, 1917-1963",['3051'],[],[],[],[]
344344,[],1992.0,The Real West Marginal Way: A Poet's Autobiography,['38124'],[],[],"['32402', '225844', '3977400']",[]
87247,"['34440', '243381', '46285', '530748', '107284', '913719', '69882', '265102', '93405', '14707', '3311228', '999513', '452220', '942336', '205189', '32590', '594852', '572243']",1974.0,Der Steppenwolf,['1113469'],[],[],[],[]
1256165,"['470785', '923932', '10939925', '56886', '26594', '834446', '7097128', '2161794', '715231', '1101225', '302938', '3426331', '11726932', '159017', '6944753']",2002.0,"The Knights of Silversnow (The Secrets of Droon, #16)",['18111'],[],[],[],[]
129716,"['1564623', '17055183', '279246', '4590544', '886052', '882511', '2790031', '348980', '209180', '1363326', '9667208', '1648630', '151844']",1997.0,Left and Right: The Significance of a Political Distinction,['74600'],[],[],[],['24243']
1599297,"['7199017', '5830325', '3474898', '9618561', '6177429', '7553944', '3331431', '293616', '9316050', '10575508', '6308141', '7181792']",,"Embrace The Darkness (Guardians of Eternity, #2)",['40881'],[],[],[],[]
1394811,"['1278739', '1464931', '328389', '3010500', '842641', '130068', '1758978', '620490', '1199256', '23316543', '654425', '424092', '5945430', '14618913', '42041', '3074296', '84696']",2000.0,Descriptionary: A Thematic Dictionary,['31349'],[],[],[],[]
379041,"['260872', '80317', '83584', '2431812', '157288', '185833', '3329078', '662279', '260892', '35781', '518944', '10462030', '352957', '3360358', '209377', '206502', '165146', '13144838']",2006.0,Intelligent Thought: Science Versus the Intelligent Design Movement,[],[],[],['63348'],[]
480245,"['204914', '2772922', '545754', '543545', '16228957', '8098117', '401553', '567017', '6081138', '633850', '11797884', '9636237', '11445045', '8448606', '927007', '713952', '115572', '2102976']",2002.0,The Case for Classical Christian Education,['30465'],[],[],[],[]
71235,[],2008.0,The Dirty Bits for Girls,[],[],[],['40281'],[]
1085902,"['2440186', '3258340', '10801441', '7844536', '2962093', '6464859', '2963418', '88408', '6327678', '2282695', '11009757', '2727499', '7431726', '315663', '11835537', '6481955', '1458823']",1985.0,"Modermismen (Modermismen, #1)",['537433'],[],[],[],[]
502868,"['938105', '95693', '169751', '1180333', '949699', '671844', '1047422', '296264', '116697', '25802', '723762', '823516', '261689', '406186', '73960', '547162', '626348']",2005.0,The Scarlet Pimpernel,['2893961'],[],[],[],[]
502864,"['938105', '95693', '169751', '1180333', '949699', '671844', '1047422', '296264', '116697', '25802', '723762', '823516', '261689', '406186', '73960', '547162', '626348']",2005.0,The Scarlet Pimpernel,['2893961'],[],[],[],[]
43564,[],2006.0,Face Off: How to Draw Amazing Caricatures & Comic Portraits,['24481'],[],[],[],[]
512543,"['146071', '84294', '185833', '3351062', '2326295', '1700090', '554986', '6693566', '1822711', '62629', '293333', '33020', '958805', '40718', '758581', '2004823', '537263', '6277780']",2007.0,American Fascists: The Christian Right and the War on America,['15438'],[],[],[],[]
459645,[],1992.0,American Voices: Best Short Fiction By Contemporary Authors,['257861'],[],[],[],[]
1019211,"['394241', '1212894', '88869', '665219', '2041754', '3676692', '858522', '335099', '28289', '148606', '6584510', '12472', '108505', '96446', '813797', '6783672', '14729', '266873']",2004.0,I Am Charlotte Simmons,"['3083854', '434547']",[],[],[],[]
1677975,[],1985.0,Freedom Beach,"['73418', '73421']",[],[],[],[]
60229,"['1001442', '3595475', '797094', '11915781', '7975411', '136180', '2249189', '136183', '7131924', '9232420', '7967582', '2729221']",,Halo: The Fall of Reach,['33958'],[],[],[],[]
60228,"['226226', '6748148', '8535697', '7002027', '256437', '2991589', '6330779', '895730', '17184831', '2653997', '15808291', '6033770', '348229', '1047591', '306356', '1100355', '86494', '580583']",1999.0,Reach for the Summit,"['33957', '1543']",[],[],[],[]
60226,"['384298', '7145561', '154922', '8247445', '4975543', '6923472', '6277538', '129945', '164433', '5236354', '6752860', '8704047', '7981845', '877795', '8264337', '151392', '808955']",,The Reach of a Chef: Beyond the Kitchen,['13623'],[],[],[],[]
60225,[],2007.0,Gourds: Southwest Gourd Techniques  Projects from Simple to Sophisticated,['33955'],[],[],[],[]
60224,"['30856', '122731', '73090', '401074', '46480', '1237877']",2000.0,It Must Be Love,['33952'],[],[],[],[]
60223,"['73084', '427078', '6593585', '603708', '5303134', '16222', '4066312']",2003.0,"See Jane Score (Chinooks Hockey Team, #2)",['33952'],[],[],[],[]
60222,"['408811', '73090', '649532', '3212671', '325841', '8379666', '601957', '15800727']",2013.0,"Truly Madly Yours (Truly, Idaho, #1)",['33952'],[],[],[],[]
60220,"['73080', '427077', '2422957', '16220', '73101', '10560203', '5392768']",1998.0,"Simply Irresistible (Chinooks Hockey Team, #1)",['33952'],[],[],[],[]
623496,[],2000.0,The Anthropology of Religion,[],[],[],['177010'],[]
623490,"['730356', '936475', '538463', '726204', '1485208', '273808', '508571', '576432', '636784', '1824193']",1995.0,"Murder Can Ruin Your Looks (Desiree Shapiro Mystery, #2)",['76329'],[],[],[],[]
623491,"['1214567', '13604840', '1638174', '1599271', '1555126', '1485208', '201672', '905734', '1030338', '1004015', '395285']",2007.0,"Murder Can Depress Your Dachshund (Desiree Shapiro Mystery, #14)",['76329'],[],[],[],[]
401873,"['118142', '213869', '285194', '109306', '281001', '974596', '1255217', '856731', '653820', '200206', '4584634', '632979', '10413355', '423755', '1265131']",1997.0,The Heart of India,['157619'],[],[],[],[]
1505877,[],2007.0,"Gone with the Blastwave, Vol. 1",['5805341'],[],[],[],[]
311318,"['222754', '222810', '1377591', '2772227', '311125', '311097', '1373994', '6734558', '469116', '15839687', '2785752', '26008666', '490127', '1340252', '969591']",,Faro's Daughter,['18067'],[],[],[],[]
184667,"['145851', '4617643', '565433', '2898847', '7444612', '6150324', '244255', '113229', '237609', '2429242', '224269', '13422792', '1478958', '37784', '267742']",,My Merry Mornings,"['3014809', '292641']",[],[],[],[]
46394,[],,Judaism and Ecology: Created World and Revealed Word,[],[],[],['275051'],[]
213916,"['152838', '358334', '251751', '877332', '916399', '198639', '397755', '362013', '296696', '581910', '688313', '215170', '1062357', '98696', '26779', '801823', '313619', '2185558']",2003.0,Evidence Not Seen: A Woman's Miraculous Faith in the Jungles of World War II,['125474'],[],[],[],[]
213914,[],2001.0,The Lady from Dubuque,['9322'],[],[],[],[]
213915,"['1291507', '475854', '276123', '294159', '739934', '67468', '7668101', '739937', '2468151', '806316', '72102', '86923', '804258', '370525', '1247559', '439859', '136760', '49691']",2004.0,یاسمین,['466236'],[],[],[],[]
213910,[],1975.0,The Collection and The Lover,['1197'],[],[],[],[]
503147,[],1980.0,Voices Of Terror,['280196'],[],[],[],[]
310307,[],1966.0,The Death Dealers,['50948'],[],[],[],[]
508688,[],2004.0,Jezebel: Seducing Goddess of War,['283201'],[],[],[],[]
307639,[],,"Isn't That Lewis Carroll: A Guide to the Mimsy Words and Frabjous Quotations of Lewis Carroll""s Alices Adventures in Wonderland Through the Looking G",['177245'],[],[],[],[]
334951,"['123202', '785597', '1252446', '109881']",1996.0,Black Gold,['10652'],[],[],[],[]
553752,"['573300', '709004', '2924868', '252102', '758759', '39360', '317000', '1214569', '7950539', '2444854', '238437', '666946', '357165', '508572', '7694190', '3663410', '3384459', '7468650']",1999.0,"Just Desserts (Bed-and-Breakfast Mysteries, #1)",['2353'],[],[],[],[]
314726,[],2006.0,Hiero the Tyrant and Other Treatises,['14805'],[],[],[],['608211']
307630,"['1625112', '1965456', '481125', '265545', '899948', '98558', '824859', '42176', '820190', '106480', '435248', '899886', '168565', '179294', '223793', '166430', '52493', '7186097']",1990.0,"Come Over, Come Over",['11646'],[],[],[],[]
467757,"['1581860', '2427907', '266512', '914416', '914393', '3428853']",2006.0,Arizona Dreams: A David Mapstone Mystery,['262123'],[],[],[],[]
467756,[],2007.0,Cactus Heart,['262123'],[],[],[],[]
251789,"['106241', '2002857', '4803352', '369672', '11036260', '1062873', '317863', '1086020', '210631', '667500', '3827730', '16130707', '8303298', '15814445', '14296856', '16045061', '11129765', '8103646']",2007.0,A Three Dog Life,['17421'],[],[],[],[]
1082531,"['75634', '815', '2474047', '8507545', '1341254', '90007', '7815373', '75816', '754872', '75406', '8124176', '16107', '3106266', '365100', '44628', '119035', '36675', '8417234']",2006.0,The Blind Side: Evolution of a Game,['776'],[],[],[],[]
251780,"['835279', '196727', '348096', '635657', '288649', '171022', '877088', '160570', '865863', '2371794', '515431', '1234781', '131591', '774766', '107745', '2863694']",1994.0,Without Sin: The Life and Death of the Oneida Community,['147128'],[],[],[],[]
648141,[],1998.0,A Compendium of Herbal Magick,['112252'],[],[],[],[]
1055962,"['1584317', '1371589', '6929553', '375749', '444318', '198722', '7163562', '10813388', '2219479', '433225', '1031448', '16230', '21929297', '203964', '2329770', '2865812']",2000.0,Blackwater,['19126'],[],[],[],[]
58930,[],2007.0,Walt Disney's Grandpa Bunny,['2883453'],['3604'],[],[],[]
58931,"['332580', '181598', '1300731', '259626', '1977966', '621740', '805519', '2548658', '1504197', '2594625', '885187', '886095', '378162', '1873420', '263613', '835141', '5982816', '282631']",2000.0,Bunny Money,['3105'],[],[],[],[]
58932,"['384940', '865774', '2745729', '652679', '96792', '384879', '1500617', '6470270', '28763837', '881144', '924198', '10785526']",2005.0,It's Happy Bunny: Life. Get One.,['26839'],[],[],[],[]
58934,[],2006.0,"The Good, the Bad, and the Bunny",['26839'],[],[],[],[]
58936,"['1091035', '183732', '889786', '59572', '2318177', '41557', '1217101', '88366', '6552616', '66058', '4631621', '245936', '7052317', '868266', '875078', '7171864', '1763529', '8036446']",1996.0,If You Were My Bunny,['6986'],['3347045'],[],[],[]
58939,"['652679', '285194', '96792', '865774', '836383', '384879', '2745729', '1500617', '96821', '28763837', '1590482', '1238371', '8390754']",2005.0,It's Happy Bunny: Love Bites,['26839'],[],[],[],[]
459056,[],2006.0,The Dog Breed Handbook: The Complete Reference from Afghans to Zande Dogs,['257578'],[],[],[],[]
339730,"['373465', '3875013', '43588', '388281', '12889', '61343', '250102', '7456950', '234217', '232015', '351887', '302953', '6047855']",2005.0,Elliott Smith and the Big Nothing,['194824'],[],[],[],[]
339735,[],1990.0,The Punisher: Return to Big Nothing,"['61916', '36113', '61914']",[],[],[],[]
361590,[],1997.0,"A Writer's Diary, Volume Two, 1877-1881",['3137322'],[],[],[],[]
613018,"['354227', '475025', '82191', '883284', '501004', '629095', '299418']",1990.0,"If This Is A Lecture, How Long Will It Be? (For Better or For Worse, #9)",['144000'],[],[],[],[]
565312,"['11087131', '60205', '7841459', '60202', '28401', '19399', '8253386', '430548', '660619', '52836', '18365', '54038', '11506880', '94654', '8890717', '81022']",,"Donatien Alphonse François, marquis de Sade",['309670'],[],[],[],[]
1242891,"['6279874', '166196', '3820982', '107477', '1441896', '931221', '13423044', '206757', '87953', '15994626', '4681']",1995.0,"A Certain Justice (Abe Glitsky, #1)",['10521'],[],[],[],[]
481012,[],1997.0,The Mean Hyena: A Folktale from Malawi,"['1241', '154722']",[],[],[],[]
481014,[],2003.0,Hyenas Laughed at Me and Now I Know Why: The Best of Travel Humor and Misadventure,[],[],['5819228'],"['5157650', '61200', '255612']",[]
742204,[],2003.0,"Macho Nachos: 50 Toppings, Salsas, and Spreads for Irresistible Snacks and Light Meals",['339528'],[],[],[],[]
33999,"['6117055', '33935', '181885', '125286', '39096', '4005310', '1027910', '602988', '294368', '1455499', '3329078', '83578', '391966']",2006.0,On the Origin of Species by Means of Natural Selection,['12793'],[],[],[],[]
14350,"['384597', '752895', '991413', '118327', '122649', '763510', '12083', '5661021', '880330', '18526', '1591', '7728', '435488', '170599', '141834', '987144', '14940', '380896']",2000.0,A Midsummer Night's Dream,['947'],[],[],"['42267', '487578']",[]
14352,"['203035', '278059', '266175', '697473', '6007055', '300942', '12589927', '7942179', '5981625', '6004272', '3256563', '394676', '7040840', '13542717', '10815624', '96197', '377614']",1998.0,The Tree of Red Stars,['8918'],[],[],[],[]
14353,[],2009.0,Discover the Power of One: Make Your Life Count,['8919'],[],[],[],[]
14354,"['113387', '1189454', '61118', '291961', '701937', '292198', '721007', '599547', '209901', '83146', '853374', '1203812', '212326', '8407173', '71870', '5969', '397046']",,The Power of One,['63'],[],[],[],[]
14358,"['186457', '1907439', '3197039', '1833502', '439035', '741522', '1149226', '1807609', '474934', '2576216', '720533', '611853', '245104', '2861174', '233330', '279626', '945276', '554488']",1995.0,"A Ring of Endless Light (Austin Family, #4)",['106'],[],[],[],[]
14359,"['186457', '1907439', '3197039', '1833502', '439035', '741522', '1149226', '1807609', '474934', '2576216', '720533', '611853', '245104', '2861174', '233330', '279626', '945276', '554488']",1981.0,"A Ring of Endless Light (Austin Family, Book 4)",['106'],[],[],[],[]
296468,"['127357', '22962917', '944715', '553924', '12150568', '824063', '207161', '958814', '2237906', '530467', '248602', '23299494', '391962', '1181520', '1371745', '1192874', '268306', '3930572']",2000.0,No Pretty Pictures: A Child of War,['159563'],[],[],[],[]
129651,"['97944', '2632983', '43278', '269190', '421729', '239256', '4545561', '404512', '795695', '402447', '725719', '1027079', '799698', '222114', '381443', '798896', '408985']",,Finding Water: The Art of Perseverance,['13229'],[],[],[],[]
129650,"['154556', '137599', '1369510', '291405', '164427', '136599', '815612', '152723', '383480', '184649', '152708', '1077516', '273669', '545911', '6677742', '3886', '509287']",,Mastering the Art of French Cooking,['3465'],[],"['74555', '74554']",[],[]
129654,"['60262', '612302', '1657198', '18371382', '137798', '530877', '18086329', '2686302']",2007.0,"The Hooded Hawke (Elizabeth I, #9)",['17450'],[],[],[],[]
129659,"['2933356', '1098734', '8711922', '507873', '13261223', '5966430', '22859475', '15750859', '6391217', '17570218', '6484576', '941549', '633055', '590670', '12371682', '485439', '17335421']",2007.0,Saturday's Child,['24376'],[],[],[],[]
355601,"['27180087', '835017', '641341', '1410014', '1032823', '257070', '327289', '2819588', '120750', '656653', '316892', '1110093', '15842628', '858125', '239213', '384560', '1294267', '613865']",1986.0,Pamela Camel,['18821'],[],[],[],[]
47769,"['497714', '93773', '35359', '211044', '1154193', '59084', '811116', '331977', '93401']",,The Third Eye,['26819'],[],[],[],[]
382078,[],,Knights of the Round Table,['37532'],[],[],['3989306'],[]
47761,"['275841', '242757', '869906', '653088', '403673', '30697', '1720070', '137982', '2216931', '644905', '406359', '526729', '417851', '93787']",,Killing Mr. Griffin,['26819'],[],[],[],[]
382075,"['2345765', '393726', '22002089', '322119', '10898320', '2302160', '139786', '4293624', '9545171', '26889825', '605929', '270904', '1168806', '1188511', '3054954', '578941', '682327']",,Collected Poems,['296961'],[],[],[],[]
47763,"['765461', '93783', '242757', '542318', '1154193', '865734', '137982', '259975']",1999.0,I Know What You Did Last Summer,['26819'],[],[],[],[]
47762,"['433225', '308858', '1150818', '406359', '403648', '805601', '131851', '1146093', '137984', '98024', '970522', '144451', '43285', '869906', '948244']",1990.0,Daughters of Eve,['26819'],[],[],[],[]
47764,"['1807278', '6278558', '659495', '6720648', '1067782', '1156191', '1187491', '23790680', '824706', '1409543', '403671', '452140', '487749', '358077', '237181', '466750', '7216478', '1391120']",,Who Killed My Daughter?: The True Story of a Mother's Search for Her Daughter's Murderer,['26819'],[],[],[],[]
47767,"['765461', '93783', '242757', '542318', '1154193', '865734', '137982', '259975']",,I Know What You Did Last Summer,['26819'],[],[],[],[]
47766,[],2002.0,I Walk at Night,['26819'],"['16950281', '312388']",[],[],[]
352382,[],2001.0,Gertrude Jekyll's Colour Schemes for the Flower Garden,['159585'],['4158687'],[],[],[]
352380,"['827359', '276342', '14964', '6780522', '1268348', '8359929', '82444', '43409']",2005.0,Salem Falls,['7128'],[],[],[],[]
1252848,"['186226', '800938', '334370', '1059514', '417814', '395539', '1334553', '28904', '317102', '1054880', '98403']",1998.0,Singing in the Comeback Choir,['7576'],[],[],[],[]
214118,[],2006.0,Battle of the Bulge: Hitler's Alternate Scenarios,[],[],[],['169429'],[]
25018,"['7170652', '158686', '402986', '39433', '825010', '3833539', '6772577', '235560', '190180', '261985', '171241', '61039', '1588158', '87917', '145146', '119088']",2005.0,Korea: A Walk Through the Land of Miracles,['14053'],[],[],[],[]
81785,[],1998.0,Poetics of Imagining: Modern and Post-Modern,['124569'],[],[],[],[]
81788,"['1043273', '291056', '119837', '1544217', '80035', '2051708', '979694', '39093', '2066511', '27486', '9066304', '540346', '1006325', '1044031', '165146', '61538']",1996.0,Why We Get Sick: The New Science of Darwinian Medicine,"['46668', '46667']",[],[],[],[]
609316,"['349539', '408696', '345033', '1445894', '619905', '818991', '7140886', '402168', '48840', '692474', '54277', '48833', '11169', '99395', '542460', '21873129', '494327', '16891']",1994.0,Denying the Holocaust: The Growing Assault on Truth and Memory,['30617'],[],[],[],[]
97569,"['10708111', '8450462', '1111495', '530487', '6846767', '7619060', '1521690', '91480', '1552964', '148375', '77177', '5892511', '37036', '1793992', '8241436', '1313334', '13542901', '715939']",2001.0,"The Crow Trap (Vera Stanhope, #1)",['56067'],[],[],[],[]
609311,"['5792481', '11191214', '8467526', '7902820', '1394008', '257997', '4369530', '97935', '8502924', '5091937', '1948617', '1452097', '55842', '10171962', '13590857', '116500', '609310']",2007.0,Heinrich Himmler: The Sinister Life of the Head of the SS and Gestapo,"['187736', '330134']",[],[],[],[]
97565,[],1997.0,Emulation: Making Artists for Revolutionary France,['187205'],[],[],[],[]
348542,[],,Forest,['138742'],[],[],[],[]
599688,[],1980.0,Cinema: A Critical Dictionary (2 volume set),[],[],[],['325890'],[]
424543,"['11654', '9799', '12398', '18825', '3068', '380364', '722367', '395058', '304344', '16810', '85391', '6751', '223669', '24724', '796907', '16113', '6551', '683006']",,Le correzioni,['2578'],[],[],[],['4353120']
161395,[],1998.0,"Rituals for Our Times: Celebrating, Healing, and Changing Our Lives and Our Relationships","['184351', '306005']",[],[],[],[]
495048,"['708321', '2897990', '3905721', '303204', '896596', '490479', '490422', '450904', '500980', '9528237', '2609658', '680566', '7757467', '2586348', '9773078', '692960', '7938978']",2002.0,"The Secret Lover (Rogues of Regent Street, #4)",['49377'],[],[],[],[]
670402,"['5758867', '1350666', '3292121', '1620424', '988727', '612004', '915933', '1446989', '2265262', '1028686', '448625', '397331', '13547564', '3020213', '3421697', '468789', '23340457', '353411']",,The Whip,['83837'],[],[],[],[]
2051615,[],2005.0,Star Man: The Right Hand Man of Rock 'n' Roll,['530858'],[],[],[],[]
1459982,"['785405', '464117', '88360', '607410', '12160109', '12153493', '538214', '23168773', '675873', '788003', '8175356', '9374869', '8726518', '1846464', '3401232', '6678885', '218734']",1994.0,Heat,['3936'],[],[],[],[]
968014,[],1999.0,"Living Meaningfully, Dying Joyfully: The Profound Practice of Transference of Consciousness",['13768667'],[],[],[],[]
384233,"['3562', '164531', '730498', '7898', '143126', '10444', '8296', '423156', '19330', '5654387', '347151', '492812', '91248', '14570', '10332', '79549', '38673']",1996.0,The Secret Garden (Gift Books),['2041'],[],[],[],[]
29257,[],2005.0,A Spiritual Journey,"['14525', '1372787']",[],[],[],[]
29256,"['1673447', '60553', '331343', '352076', '177156', '237454', '41464', '11021187', '261564', '789173', '167610', '551604', '18077942', '6309471', '263291']",1990.0,Journey of Awakening: A Meditator's Guidebook,"['14525', '1372787']",[],[],[],[]
29252,"['369821', '425030', '784357', '91197', '35320', '594396', '139393', '274726', '810280', '840918', '398051', '139359', '370997', '18147363', '136581', '965907']",2005.0,Paths to God: Living the Bhagavad Gita,"['14525', '1372787']",[],[],[],[]
568175,"['349949', '809896', '305440', '16117750', '369390', '312626']",2004.0,Beyond a Doubt (Rock Harbor Series #2),['33227'],[],[],[],[]
136981,"['263314', '6458533', '5995421', '209840', '370997', '50967', '411873', '409890', '119827', '554415', '2232663', '30656']",2006.0,Practicing Peace in Times of War,['8052'],[],[],['286021'],[]
78355,[],2005.0,The I Ching for Writers: Finding the Page Inside You,['44477'],[],[],[],[]
959146,"['835123', '490470', '6308501', '71650', '525622', '614467', '169992', '425374', '3082951', '1361045', '802147', '959745']",1996.0,"Shattered Rainbows (Fallen Angels, #5)",['33876'],[],[],[],[]
57529,"['7418486', '999571', '35258', '11906', '1877477', '177047', '1054984', '95376', '130519', '1224251', '776378', '575838', '93241', '1823998', '1107274', '399782', '95302']",2004.0,Daniel Martin,['10039'],[],[],[],[]
75493,"['1756342', '259054', '75506', '3734', '1331406', '10976', '998064', '11649', '458050', '157691', '150337', '393723', '648052', '11911', '1249187', '428527', '5307', '106028']",2006.0,Complete Poems and Selected Letters,['42912'],[],[],['229566'],[]
75490,"['405188', '236688', '403477', '203324', '18918', '1133680', '249041', '262603', '236824', '148409']",1991.0,The Seminar of Jacques Lacan: Freud's Papers on Technique,"['42907', '42908', '5642562']",[],[],[],"['92594', '995477']"
75496,"['12212', '3104', '117800', '18406247', '1039371', '44596', '368957', '930750', '920844', '282109', '387266', '45787', '161906', '2691', '148190', '23492820', '2186208', '42686']",2000.0,The Broken Tower: The Life of Hart Crane,['42914'],[],[],[],[]
75497,"['929332', '1383945', '241236', '250397', '2649539', '392327', '8919080', '1249187', '17675212', '342391', '425381', '125219', '998064', '1331406', '98946', '22554', '185076', '2799591']",2001.0,White Buildings: Poems,['42912'],[],[],[],[]
75494,"['179631', '375182', '139864', '150222', '376422', '47713', '125200', '764630', '415816', '1331406', '140031', '125209', '98945', '87047', '405100', '1522562', '409241']",2001.0,The Complete Poems,['42912'],[],[],[],[]
75495,"['929332', '128215', '1383945', '185076', '98946', '385120', '955218', '91001', '375182', '1245021', '18589836', '139880', '1331406', '567685', '938052']",1992.0,The Bridge,['42912'],[],"['1415243', '111344']",[],[]
113206,"['89699', '381549', '335451', '3718383', '116581', '721038', '178709', '199062', '565500', '224379', '327621', '325509', '3171446', '6648331', '197327', '234633', '565319', '6623920']",1994.0,Lenin's Tomb: The Last Days of the Soviet Empire,['29303'],[],[],[],[]
113205,"['1034185', '715995', '153296', '74397', '385028', '98956', '499378', '906860', '394454', '97390', '750898', '58043', '117896', '195680', '245705', '88459', '12050118']",,Heart of a Dog,"['3873', '3873']",[],[],[],['44876']
113209,"['4349004', '339867', '13584779', '12268817', '10377531', '590608', '13610823', '9570923', '3144291', '5984', '828088', '7456754', '10189945', '10750896', '546909', '1134600', '13414642']",2004.0,The Best of Robert Service,['65528'],[],[],[],[]
36512,[],,Made in Goatswood,"['18839', '10088', '9493', '1735844', '3865150', '19869', '6906422']",[],[],['20613'],[]
1833413,"['9301', '23217', '317293', '826458', '5139', '228333', '14748', '1541856', '51069', '112631', '10285809', '923045', '42002', '33926', '31101', '33770', '26023']",1999.0,Bridget Jones's Diary,['3090'],[],[],[],[]
278645,[],1995.0,"Illegal Procedure (Hardy Boys: Casefiles, #95)",['1879'],[],[],['78344'],[]
278641,"['817191', '1159386', '1628893', '27698', '591400']",1985.0,Lost Island,['151920'],[],[],[],[]
278642,[],,"Training for Trouble (Hardy Boys, #161)",['1879'],[],[],[],[]
652280,"['1067671', '143487', '351605', '568901', '5062429', '383337', '17905', '752868', '464849', '797034', '428460', '167587', '1042903', '791479', '258123', '12515', '53004']",1966.0,The Winter's Tale,['947'],[],[],['350754'],[]
652285,"['143487', '1182423', '197123', '3332967', '561126', '464849', '148313', '767495', '728862', '205186', '449173', '2018', '1133129']",1967.0,King John,"['947', '14056270']",[],[],[],[]
107640,"['388799', '644432', '1233452', '196353', '25897691', '189954', '3940667', '282786', '246678', '1599538', '849131', '55444', '17165885', '108217', '1269839', '6336647', '13300433', '855492']",2001.0,The Forging of a Rebel,['62288'],[],[],[],['62292']
50068,[],2007.0,What's Written on the Body,['28188'],[],[],[],[]
275292,[],2005.0,The Best Of Mr. Food Dinner On The Double,['58491'],[],[],[],[]
