average_rating,author_id,name,ratings_count
4.07,74721,Stephen Heath,2908
3.77,5021508,Sapphire,45061
3.63,7569,Susan Cheever,4577
3.81,587990,Evan B. Howard,85
4.44,93071,Shuichi Shigeno,3328
3.81,4106,Pamela Dean,11478
3.92,46137,Terri Windling,56060
3.87,28718,Budge Wilson,12859
4.15,62365,William Finn,303
4.22,170442,James Lapine,13390
3.93,27311,Frank Rich,2609
3.75,262916,Anna Seghers,2550
3.42,172041,Dorothy Marcic,76
3.95,38811,Elvira Lindo,11151
3.67,32566,Aharon Appelfeld,3322
3.71,34540,Aloma Halter,457
4.03,233274,James Richardson,272
3.94,32549,W.P. Kinsella,16902
4.11,225655,Agnes Smedley,316
3.94,3885175,Jan MacKinnon,18
4.2,1248515,Steve Mackinnon,25
4.26,146482,Florence Howe,278
3.92,29436,Robert Conquest,2262
4.5,4263,Hayao Miyazaki,42120
3.59,71788,Ilene Hochberg,1090
4.24,205721,Brian F. Atwater,29
4.24,3982109,Musumi-Rokkaku Satoko,29
4.24,3982110,Satake Kenji,29
3.3,205720,Christopher Corbett,405
3.49,47134,Francoise Barret-Ducrocq,72
4.14,34748,John Howe,35869
4.57,254354,Paul Dettloff,14
3.95,30055,Ezra Pound,20600
4.12,448068,Lea Baechler,764
4.17,40773,A. Walton Litz,7320
3.8,452349,Shelagh McNicholas,10679
4.07,6519,Erich Kastner,30392
3.99,81584,Carol Crane,477
4.02,79442,Michael Monroe,96
3.72,224341,Julie M. Fenster,651
3.59,65978,Marilyn Levy,117
3.69,1851539,T.S. Dorsch,1599
3.64,18525,Gail Godwin,15559
3.67,85767,Dave Sargent,293
3.62,85766,Pat Sargent,212
4.08,1899,Howard Zinn,169074
4.08,49000,Jean Shinoda Bolen,6374
3.69,85481,Carol Carrick,767
4.16,9885,Judith McNaught,251253
3.56,1171517,Susan Tang,4323
3.82,71185,Jill Barnett,18403
3.87,211728,Arnette Lamb,6645
3.38,235726,Jonathan Margolis,413
3.75,110829,Michael W. Cuneo,774
3.86,39087,Miguel Angel Asturias,4259
3.88,4769122,U.S. Army Center of Military History,83
3.53,15298,Stella Cameron,9531
3.98,609301,Margot Apple,28452
3.96,62812,Allen Klein,493
4.15,34227,Beverly  Lewis,182748
4.2,689512,John D. Fitzgerald,35553
4.2,95882,Glenn H. Mullin,348
4.38,3972942,Valerie Shepherd,21
3.78,47783,Roxana Robinson,6122
3.78,3969921,Jennifer Mooney,311
4.33,354841,Anna Botsford Comstock,1085
4.05,69752,Kathrine Switzer,1437
3.63,105184,Brian Daley,13573
3.28,196416,Ashley Warlick,918
3.85,19051,Elizabeth Lowell,108399
3.88,199570,William McKee Evans,17
3.69,7305,Mary McCarthy,15246
4.2,253900,Stephen Farthing,1053
3.25,5566333,CPI,8
3.96,81499,Paul Huson,565
3.53,107509,shhryr mndnypwr,1193
3.0,249913,J. Michael Mahoney,7
3.88,93456,Susan Fromberg Schaeffer,3482
3.72,271230,Charles Smith,75
3.5,4818,Margaret Dumas,293
3.7,248735,A.G. Smith,366
3.9,13617,Ralph D. Sawyer,3820
4.04,155021,Thomas Cleary,10304
4.27,44839,Roger Tory Peterson,7652
4.05,53003,James Fisher,243
3.79,87,Gloria Goldreich,2440
3.88,645796,Lois Ellen Frank,89
4.5,379761,Peter O'Shaughnessy,2
3.35,488321,Carrie Kabak,357
4.32,6479,Rudolph R. Windsor,265
4.36,3854278,El Hagahn,293
4.0,431149,Truman Capote,633397
4.0,16547843,James C.    Simmons,22
3.91,6473,Marie Rudisill,147
4.01,64028,Sarah Weeks,51647
3.95,94329,Nadine Bernard Westcott,8669
3.7,233434,Louise Shaffer,4107
3.42,54356,Karl F. Lutzen,198
3.88,1746,Mark Stevens,5519
3.48,3908621,Elizabeth McHale,111
4.19,323586,Randy Mosher,2560
4.29,141955,Kallistos Ware,5183
4.11,731795,Kevin McKinley,9
3.76,265131,Seth Shulman,350
3.96,347120,Jose Hierro,135
3.47,13993398,Tatjana Wassiljewa,86
3.81,646269,Anna Trenter,131
3.4,34076,Peter Goldsworthy,2577
3.17,1679667,Michael Shinagel,512
3.57,5394375,Hilda Hughes,21
3.88,101264,Richard Middleton,5100
3.69,183525,Elizabeth Walter,147
4.01,443003,P.C. Wren,4646
3.69,1010170,Rosemary Timperley,2879
3.79,462629,A.E. Ellis,140
3.87,51606,L.P. Hartley,12009
4.09,7215088,Oliver Onions,2865
3.34,829014,Barbara Softly,32
3.0,4855331,John Hastings Turner,10
3.7,7086,Caroline Preston,22937
3.81,38600,Virginia Walton Pilegard,206
3.8,463711,Nicolas Debon,521
3.58,38235,Dan Fesperman,5191
3.8,38595,Ilario Pantano,96
3.72,38594,Malcolm McConnell,4537
3.95,38598,Elizabeth Vaughan,28893
3.89,38597,Simon Berthon,217
4.02,38596,Joanna Potts,145
3.76,34399,John Bridges,1949
3.8,34398,Bryan Curtis,1474
4.05,159859,Afya Ibomu,243
4.03,3954242,Shannon McCollum,122
4.06,3954243,Shannon Washington,124
3.93,322719,Cynthia Burkhead,83
4.01,42993,John Feinstein,43291
3.97,173459,Alan Cumming,29708
3.96,4278,Felicity Dahl,3146
3.95,621919,Jan Baldwin,3362
4.5,175360,Sandra L. Hindman,10
4.24,506873,Laurel Long,3675
3.7,55499,Florence Temko,144
3.6,3998348,Randall Gooch,5
4.01,328419,Diane Wolfe,78
3.02,328420,Robert L. Wolfe,46
3.33,232792,Pia Pera,531
4.09,183680,Ann Goldstein,199523
3.5,183759,Samuel B. Harding,76
4.43,215601,Christopher Cook,98
4.29,7084403,Phillip Horn,17
3.7,74472,Toni Turner,405
3.93,36809,Manuel Angel Conejero,126
3.87,36810,Jenaro Talens,191
4.03,124006,Dion Fortune,6036
3.81,112719,Isabel Abedi,11063
3.82,112717,Andrea Hebrock,17
3.69,18454,Whitley Strieber,32249
4.11,1782206,Krishna-Dwaipayana Vyasa,41997
3.89,31491,Wendy Doniger,6719
3.91,168819,Gale E. Christianson,315
3.95,192496,H.T. Willetts,66018
4.0,37492,Philip Kotler,13322
4.16,94041,Ned Roberto,31
3.84,94042,Nancy R. Lee,179
3.79,36269,Andrea Zimmerman,1956
3.82,36268,David Clemesha,1687
3.94,718773,Marc Rosenthal,5557
3.9,94038,James C. Makens,279
3.93,94037,John T. Bowen,279
3.81,46818,Gordon L. Eade,26
4.04,46773,Richard M. Ebeling,590
4.24,46766,Ludwig von Mises,9017
4.07,892338,Roger W. Garrison,537
4.1,46814,Gottfried Haberler,440
4.18,670307,Friedrich A. Hayek,21239
3.65,43740,Paula Fox,15772
4.12,26890,Wayne A. Meeks,929
4.26,26889,Harold W. Attridge,561
4.25,26888,Society Of Biblical Literature,586
4.17,8758,Kathryn Cristaldi,5487
3.88,97082,Shirley Ann Grau,6182
3.45,370222,Haroon Siddiqui,75
3.86,3105696,Time Out Guides,1656
3.6,347427,Alyssa Brugman,3986
3.59,347429,Diane Ryan,96
3.65,332815,Janine R. Wedel,138
3.86,96756,Mike Judge,301
3.85,858230,Chris Marcil,91
3.84,855526,Kris Brown,105
3.94,18843,Sam Johnson,385
3.91,1979088,Glenn Eichler,71946
3.84,1565,Katherine V. Forrest,9074
3.71,47471,Robin Nelson,641
4.16,3102710,Robert  Duncan,157
3.54,32510,Michael Coffey,241
3.86,18267,Marjorie Garber,3207
4.35,138593,Charlotte Delbo,1117
4.15,3089922,John Githens,27
3.91,305833,Joaneath Spicer,11
3.84,49932,Herbert Blumer,132
3.29,3904374,Thomas J. Morrione,7
4.11,2788881,Caroll Pickett,54
3.82,217050,Simon Frith,320
3.79,297211,Stewart Lees,19
3.8,13181,George Elliott Clarke,912
4.19,262997,Michele Adams,26
3.91,262996,Gia Russo,168
4.01,369386,Victoria Pearson,20918
3.49,289654,Kim Philby,388
3.49,227601,Tracey Gold,189
3.6,117888,Julie McCarron,435
